"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Australia";"2016";"Total";"One-person household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"74966";"2"
"Australia";"2016";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"477309";"2"
"Australia";"2016";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"518047";"2"
"Australia";"2016";"Total";"One-person household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"153149";"2"
"Australia";"2016";"Total";"One-person household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"One-person household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"915987";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"453997";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"42645";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"100937";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"229017";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"89386";"2"
"Australia";"2016";"Total";"One-person household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"One-person household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1107553";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"346076";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"32315";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"376374";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"289031";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"63764";"2"
"Australia";"2016";"Total";"One-person household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"5651450";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"844250";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"3964056";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"158434";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"467451";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"217257";"2"
"Australia";"2016";"Total";"Nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"3391525";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"334544";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2805662";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"34543";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"154096";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"62678";"2"
"Australia";"2016";"Total";"Nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2259927";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"509709";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1158395";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"123897";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"313356";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"154574";"2"
"Australia";"2016";"Total";"Nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Couple with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2610062";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"242567";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2260726";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"4641";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"71167";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"30969";"2"
"Australia";"2016";"Total";"Couple with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Couple with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1703176";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"115003";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1534414";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2156";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"36664";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"14943";"2"
"Australia";"2016";"Total";"Couple with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Couple with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"906888";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"127567";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"726319";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2482";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"34501";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"16019";"2"
"Australia";"2016";"Total";"Couple with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Couple without children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2161289";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"367318";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1657674";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"11500";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"100754";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"24040";"2"
"Australia";"2016";"Total";"Couple without children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"2,3"
"Australia";"2016";"Total";"Couple without children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1526226";"2"
"Australia";"2016";"Total";"Couple without children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"185732";"2"
"Australia";"2016";"Total";"Couple without children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1260629";"2"
